Date,spx,baseline,agent,cash,index
1995-01-03,459.1099853515625,,,,
1995-01-04,460.7099914550781,,,,
1995-01-05,460.3399963378906,,,,
1995-01-06,460.6799926757813,,,,
1995-01-09,460.8299865722656,,,,
1995-01-10,461.6799926757813,,,,
1995-01-11,461.6600036621094,,,,
1995-01-12,461.6400146484375,,,,
1995-01-13,465.9700012207031,,,,
1995-01-16,469.3800048828125,,,,
1995-01-17,470.0499877929688,,,,
1995-01-18,469.7099914550781,,,,
1995-01-19,466.9500122070313,,,,
1995-01-20,464.7799987792969,,,,
1995-01-23,465.8200073242188,,,,
1995-01-24,465.8599853515625,,,,
1995-01-25,467.4400024414063,,,,
1995-01-26,468.3200073242188,,,,
1995-01-27,470.3900146484375,,,,
1995-01-30,468.510009765625,,,,
1995-01-31,470.4200134277344,,,,
1995-02-01,470.3999938964844,,,,
1995-02-02,472.7900085449219,,,,
1995-02-03,478.6499938964844,,,,
1995-02-06,481.1400146484375,,,,
1995-02-07,480.80999755859375,,,,
1995-02-08,481.1900024414063,,,,
1995-02-09,480.1900024414063,,,,
1995-02-10,481.4599914550781,,,,
1995-02-13,481.6499938964844,,,,
1995-02-14,482.5499877929688,,,,
1995-02-15,484.5400085449219,,,,
1995-02-16,485.2200012207031,,,,
1995-02-17,481.9700012207031,,,,
1995-02-21,482.7200012207031,,,,
1995-02-22,485.0700073242188,,,,
1995-02-23,486.9100036621094,,,,
1995-02-24,488.1099853515625,,,,
1995-02-27,483.80999755859375,,,,
1995-02-28,487.3900146484375,,,,
1995-03-01,485.6499938964844,,,,
1995-03-02,485.1300048828125,,,,
1995-03-03,485.4200134277344,,,,
1995-03-06,485.6300048828125,,,,
1995-03-07,482.1199951171875,,,,
1995-03-08,483.1400146484375,,,,
1995-03-09,483.1600036621094,,,,
1995-03-10,489.5700073242188,,,,
1995-03-13,490.0499877929688,,,,
1995-03-14,492.8900146484375,1.0,1.0,,
1995-03-15,491.8800048828125,0.9979508414948407,1.0004240557896422,1.273732990026474,-0.273732990026474
1995-03-16,495.4100036621094,1.005112680189858,0.9967870479150086,1.491410255432129,-0.4914102554321289
1995-03-17,495.5199890136719,1.0053358239913022,0.9966092512384437,1.5873542428016663,-0.5873542428016663
1995-03-20,496.1400146484375,1.0065937631183666,0.9957355651192157,1.6682811379432678,-0.6682811379432678
1995-03-21,495.0700073242188,1.0044228785550389,0.9970797013455691,1.6338902115821838,-0.6338902115821838
1995-03-22,495.6700134277344,1.0056402010523176,0.9963891599509265,1.5275825262069702,-0.5275825262069702
1995-03-23,495.9500122070313,1.0062082766289686,0.9961010419506909,1.3909856081008911,-0.3909856081008911
1995-03-24,500.9700012207031,1.016393082294493,0.993459333993183,1.2553070187568665,-0.25530701875686646
1995-03-27,503.2000122070313,1.0209174405084016,0.9925957375840823,1.1876882016658783,-0.1876882016658783
1995-03-28,503.8999938964844,1.0223375984922316,0.9921927602879882,1.2643106281757355,-0.2643106281757355
1995-03-29,503.1199951171875,1.0207550978204474,0.9928160583960668,1.4733620285987854,-0.4733620285987854
1995-03-30,502.2200012207031,1.0189291450323263,0.993679929230837,1.4914867877960205,-0.4914867877960205
1995-03-31,500.7099914550781,1.0158655614320335,0.9946492034324654,1.348245620727539,-0.34824562072753906
1995-04-03,501.8500061035156,1.0181784803684228,0.9943141881857044,1.0915663093328476,-0.0915663093328476
1995-04-04,505.239990234375,1.0250562503173177,0.9952093055654662,0.8487573266029358,0.1512426733970642
1995-04-05,505.5700073242188,1.0257258055528387,0.99532047710715,0.7644386291503906,0.23556137084960938
1995-04-06,506.0799865722656,1.0267604770472705,0.9954653878722621,0.8254331350326538,0.1745668649673462
1995-04-07,506.4200134277344,1.0274503405976843,0.995541901210971,0.8599303662776947,0.1400696337223053
1995-04-10,507.010009765625,1.0286473547800703,0.995554048916802,0.95060945302248,0.04939054697751999
1995-04-11,505.5299987792969,1.0256446342088616,0.9954405196483497,0.9630684405565262,0.036931559443473816
1995-04-12,507.1700134277344,1.0289719782403843,0.9955658705920304,0.960840567946434,0.03915943205356598
1995-04-13,509.2300109863281,1.033151404679086,0.9960534142841218,0.8680043518543243,0.13199564814567566
1995-04-17,506.1300048828125,1.0268619567061406,0.995243442489824,0.8665410280227661,0.1334589719772339
1995-04-18,505.3699951171875,1.0253200107485478,0.9950192965713484,0.8541440665721893,0.14585593342781067
1995-04-19,504.9200134277344,1.0244070653122843,0.9946589846931706,0.6871092617511749,0.3128907382488251
1995-04-20,505.2900085449219,1.025157729976188,0.9949300519138212,0.5013421773910522,0.49865782260894775
1995-04-21,508.489990234375,1.0316500134356847,0.9985913703883595,0.41185152530670166,0.5881484746932983
1995-04-24,512.8900146484375,1.0405770038053332,1.0031543307793764,0.46865421533584595,0.531345784664154
1995-04-25,512.0999755859375,1.038974132903062,1.0025950262007128,0.7194519937038422,0.28054800629615784
1995-04-26,512.6599731445312,1.0401102840563636,1.0023649158306425,1.0560018792748451,-0.05600187927484512
1995-04-27,513.5499877929688,1.0419159904451862,1.001822019836605,1.2547395825386047,-0.25473958253860474
1995-04-28,514.7100219726562,1.044269526011361,1.0009757840973885,1.3523443639278412,-0.3523443639278412
1995-05-01,514.260009765625,1.0433565186595035,1.0012719815851023,1.343505859375,-0.343505859375
1995-05-02,514.8599853515625,1.044573779241188,1.0008862907848424,1.3201666474342346,-0.3201666474342346
1995-05-03,520.47998046875,1.0559759074039914,0.9982269104679494,1.2397314608097076,-0.23973146080970764
1995-05-04,520.5399780273438,1.05609763346216,0.9981884281495809,1.2113581001758575,-0.21135810017585754
1995-05-05,520.1199951171875,1.0552455510549807,0.9983871784209396,1.3045154511928558,-0.30451545119285583
1995-05-08,523.9600219726562,1.0630363902713276,0.995874730025685,1.3385484218597412,-0.3385484218597412
1995-05-09,523.5599975585938,1.0622248006627455,0.9961461158894744,1.391840934753418,-0.39184093475341797
1995-05-10,524.3599853515625,1.063847856048721,0.9954248261554184,1.4536543488502502,-0.45365434885025024
1995-05-11,524.3699951171875,1.063868164363614,0.9954131859465197,1.4473461508750916,-0.44734615087509155
1995-05-12,525.5499877929688,1.0662621927283857,0.9946007139896257,1.3385367393493652,-0.33853673934936523
1995-05-15,527.739990234375,1.0707053795983172,0.9937603914672809,1.1842387318611145,-0.1842387318611145
1995-05-16,528.1900024414062,1.0716183869501748,0.9936403534124443,1.0812903344631195,-0.0812903344631195
1995-05-17,527.0700073242188,1.0693460846435714,0.9938344513866748,1.0954648852348328,-0.09546488523483276
1995-05-18,519.5800170898438,1.0541500165314646,0.9947631793434957,1.0667695999145508,-0.06676959991455078
1995-05-19,519.1900024414062,1.0533587352377753,0.9944906379822921,0.8076245784759521,0.19237542152404785
1995-05-22,523.6500244140625,1.0624074516655924,0.9999209788802081,0.3369583487510681,0.6630416512489319
1995-05-23,528.5900268554688,1.072429976558757,1.0075249514531641,0.18589359521865845,0.8141064047813416
1995-05-24,528.6099853515625,1.0724704693573544,1.007458599791748,0.3655192255973816,0.6344807744026184
1995-05-25,528.5900268554688,1.072429976558757,1.0072648662024881,0.7297071814537048,0.27029281854629517
1995-05-26,523.6500244140625,1.0624074516655924,1.006642489252725,0.945425920188427,0.05457407981157303
1995-05-30,523.5800170898438,1.062265417292531,1.006631563994733,0.9551365748047829,0.04486342519521713
1995-05-31,533.4000244140625,1.0821887410206918,1.0126032040311752,0.6762692630290985,0.3237307369709015
1995-06-01,533.489990234375,1.0823712681923503,1.0126345442224034,0.6048857569694519,0.3951142430305481
1995-06-02,532.510009765625,1.0803830346318692,1.0123870604837544,0.9649652540683746,0.035034745931625366
1995-06-05,535.5999755859375,1.0866521123743278,1.0106183083335851,1.2744234502315521,-0.2744234502315521
1995-06-06,535.5499877929688,1.0865506946310521,1.0105947516563696,1.394720733165741,-0.39472073316574097
1995-06-07,533.1300048828125,1.0816409118433399,1.0125831183457963,1.4404823780059814,-0.44048237800598145
1995-06-08,532.3499755859375,1.0800583492559614,1.013074463039085,1.359368085861206,-0.35936808586120605
1995-06-09,527.9400024414062,1.0711111744026085,1.014392034922068,1.1685173213481903,-0.1685173213481903
1995-06-12,530.8800048828125,1.0770759989152399,1.015090604459739,0.8475153744220734,0.15248462557792664
1995-06-13,536.0499877929688,1.0875651197261857,1.0202081188854357,0.4625549912452698,0.5374450087547302
1995-06-14,536.469970703125,1.088417202133365,1.0206307768397247,0.46784520149230957,0.5321547985076904
